***MESSAGES***,,,,,,,,,,,,,,,,,,,,,,,,
id,title,caption,type,channel_id,created_at,updated_at,content_file_name,content_content_type,content_file_size,content_updated_at,seq_no,next_send_time,primary,reminder_message_text,reminder_delay,repeat_reminder_message_text,repeat_reminder_delay,number_of_repeat_reminders,options,deleted_at,schedule,active,requires_response,recurring_schedule
1911,33444,Judgment,"If you feel an urge to pick up a cigarette, play the devilâ€™s advocate and list all of the reasons quitting is important for your health.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1912,33444,Perspective,"If you are feeling an urge to smoke, reach out to a friend or loved one and tell them all the positive reasons why you have chosen to quit smoking.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1913,33444,Learning,"Try to discover new ways that you feel (physically, mentally, emotionally) now that you are a non-smoker.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1914,33444,Humility,Donâ€™t be afraid to ask others for help during your quit attempt.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1915,33444,Intelligence,Focus on helping to make someone else feel at ease rather than focusing on your urges to smoke.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1916,33444,Prudence,"When tempted to smoke, tell yourself: â€œNot for the next 5 minutes.â€ù  Then stretch out this time period until it becomes hours, then days, then several weeks, etc.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1917,33444,Curiosity,Make a list of all of the new things you can do now that you are a non-smoker. Remind yourself of these if you get tempted to pick up a cigarette.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1918,33444,Honesty,Remind yourself of the commitment you made to yourself to quit smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1919,33444,Leadership,See whether you can motivate others interest in quitting smoking with your own process of quitting.  Share tips you find helpful about the PPT program.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1920,33444,Love,"Enjoy an evening with friends or loved ones that is incompatible with smoking (e.g., a smoke-free restaurant; a hike).",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1921,33444,Forgiveness,Forgive others who may smoke around you and make your quit attempt harder.  Take the high road and simply exit the situation.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1922,33444,Gratitude,Make a list of the things in your life you are grateful for now that you are a non-smoker.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1923,33444,Self-Regulation,"When tempted to smoke, tell yourself: â€œNot for the next 5 minutes.â€ù  Then, stretch out this time period until it becomes hours, then days, then weeks, etc.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1924,33445,Perseverance,"You work hard to finish what you start, no matter what.  Remind yourself of this if you feel your commitment to remaining a non-smoker waiver.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1925,33445,Teamwork,"Use the money you save through quitting to help others (e.g., donate half of the money you would have spent on cigarettes to a charity).",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1926,33445,Hope,Believe in yourself and your ability to remain a non-smoker.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1927,33445,Humor,Look in the mirror and laugh at yourself when you have an urge to smoke.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1928,33445,Kindness,"Do something kind for someone in your life who is helping you to remain a non-smoker. Treat them to a nice meal, buy them flowers, or write them a thoughtful card.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1929,33445,Spirituality,"When tempted to smoke, ask a higher power for help.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1930,33445,Zest,"Instead of smoking, go for a walk or do a physically active chore like gardening.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1931,33445,Appreciation,Appreciating beauty is something you do naturally. Taking time to appreciate beauty around you each day can lift your mood and take your mind off smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1932,33445,Bravery,"What is the strongest urge to smoke you have ever had?  Tell yourself that if you can get through that, you can get through any urge to smoke.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1933,33445,Creativity,Try to think of an unconventional way to manage your urges to smoke.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1934,33445,Fairness,Treat quitting smoking with an open mind.  Learn to see and accept both the challenges and the benefits of quitting.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1935,33445,Judgment,"Use critical thinking to evaluate why itâ€™s so important to quit smoking.  Write these reasons down, and reflect on whether you feel your commitment wavering.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1936,33445,Perspective,"Think about the wisdom of quitting smoking: Why is this a wise decision?  Write these reasons down, and reflect on whether you feel your commitment wavering.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1937,33445,Learning,Share what you learn about the benefits of quitting smoking with someone else. This will allow you to savor what you have learned.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1938,33445,Humility,"Even after you have quit for a few weeks, remind yourself that slips can still happen.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1939,33445,Intelligence,"Be aware of your feelings, both good and bad, while quitting.  Share those feelings with someone you trust rather than trying to change them by smoking.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1940,33445,Prudence,"Before you smoke a cigarette, ask yourself: â€œIs this worth disrupting all the progress Iâ€™ve made?â€ù",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1941,33445,Curiosity,Try to discover something new about yourself and your abilities as you become a non-smoker.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1942,33445,Honesty,Be honest with yourself about your efforts to quit smoking.  Get rid of all â€œemergencyâ€ù or â€œhiddenâ€ù cigarettes.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1943,33445,Leadership,"If you feel an urge to reach for a cigarette, plan a fun group activity to distract yourself. The urge will subside!",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1944,33445,Love,Congratulate and love yourself and your ability to quit smoking each day.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1945,33445,Forgiveness,Forgive yourself if you â€œslipâ€ù so that you can move on with a fresh start.  Remember: The most important thing you can do going forward is not light up again!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1946,33445,Gratitude,Notice and thank the people in your life who are helpful in your quit attempt.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1947,33445,Self-Regulation,"If you get tempted to smoke a cigarette, ask yourself: â€œIs this worth disrupting all the progress Iâ€™ve made?â€ù",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1948,33446,Perseverance,Donâ€™t forget to take satisfaction in accomplishing your goal to be a non-smoker. Take stock of the amount of time youâ€™ve been a non-smoker and celebrate.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1949,33446,Teamwork,You have worked hard to quit smoking. Who can you enlist to be part of your team to remain a non-smoker?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1950,33446,Hope,Reflect on what you hope to gain now that you are a non-smoker.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1951,33446,Humor,Use humor to try to get friends who smoke not to smoke around you.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1952,33446,Kindness,Performing an anonymous favor for someone to distract you from a craving can help the craving pass more quickly. Use your kindness instead of reaching for a cigarette!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1953,33446,Spirituality,Engage in meditation exercises to help reduce your stress and maintain your sense of purpose and spirituality. This will help control your urges to smoke.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1954,33446,Zest,Take time to celebrate being a non-smoker at least twice a week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1955,33446,Appreciation,"When you feel an urge to smoke, refocus your attention on something beautiful. Take a trip to a museum or take a long walk and notice the beauty in nature.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1956,33446,Bravery,Text or call a buddy when you have a craving or think about having a cigarette.  Draw on courage to deal with it without giving in. You can do it!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1957,33446,Creativity,Share the creative ways you are managing your quit attempt with friends and family members.  Perhaps the â€œtoolsâ€ù you generate will inspire someone else!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1958,33446,Fairness,"If you are feeling irritable after quitting, realize that it is not anyoneâ€™s fault and that these feelings will pass.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1959,33446,Judgment,"If you feel an urge to pick up a cigarette, play the devilâ€™s advocate and list all of the reasons quitting is important for your health.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1960,33446,Perspective,"If you are feeling an urge to smoke, reach out to a friend or loved one and tell them all the positive reasons why you have chosen to quit smoking.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1961,33446,Learning,"Try to discover new ways that you feel (physically, mentally, emotionally) now that you are a non-smoker.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1962,33446,Humility,Donâ€™t be afraid to ask others for help during your quit attempt.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1963,33446,Intelligence,Focus on helping to make someone else feel at ease rather than focusing on your urges to smoke.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1964,33446,Prudence,"When tempted to smoke, tell yourself: â€œNot for the next 5 minutes.â€ù  Then stretch out this time period until it becomes hours, then days, then several weeks, etc.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1965,33446,Curiosity,Make a list of all of the new things you can do now that you are a non-smoker. Remind yourself of these if you get tempted to pick up a cigarette.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1966,33446,Honesty,Remind yourself of the commitment you made to yourself to quit smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1967,33446,Leadership,See whether you can motivate others interest in quitting smoking with your own process of quitting.  Share tips you find helpful about the PPT program.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1968,33446,Love,"Enjoy an evening with friends or loved ones that is incompatible with smoking (e.g., a smoke-free restaurant; a hike).",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1969,33446,Forgiveness,Forgive others who may smoke around you and make your quit attempt harder.  Take the high road and simply exit the situation.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1970,33446,Gratitude,Make a list of the things in your life you are grateful for now that you are a non-smoker.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1971,33446,Self-Regulation,"When tempted to smoke, tell yourself: â€œNot for the next 5 minutes.â€ù  Then, stretch out this time period until it becomes hours, then days, then weeks, etc.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1972,33447,Perseverance,You always finish what you start. What will you gain by quitting smoking?  Make a list.  How will it feel to accomplish these goals?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1973,33447,Teamwork,Consider how your quitting smoking contributes to making a better world.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1974,33447,Hope,Difficult situations will arise once you quit. Think about what situations will be hard for you. Write them down and create plans for how you can handle them.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1975,33447,Humor,Make at least one person smile each day - now and after you quit!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1976,33447,Kindness,Picture the people in life that are important to you. Quitting smoking is an act of kindness not only to yourself but to others.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1977,33447,Spirituality,Difficult situations can arise while quitting smoking. Your strong sense of spirituality can serve as an important source of comfort.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1978,33447,Zest,Find new activities where you can have fun and be engaged without smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1979,33447,Appreciation,Certain situations can be stressful when you quit smoking. Make a list of unfamiliar places you can visit that can remind you of all of the beauty in life.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1980,33447,Bravery,"If you are doubting your ability to quit smoking, remind yourself of other challenges you have faced successfully.  Why should quitting smoking be any different?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1981,33447,Creativity,"Plan at least 2 activities during the first week of quitting that allow you to be creative like painting, gardening, writing, or another hobby.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1982,33447,Fairness,Take time to think about how quitting smoking is good not just for you and your health but also for others around you and for those who care most for you.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1983,33447,Judgment,"If you are wavering on your ability to quit smoking, consider all of the evidence that proves you can do it!",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1984,33447,Perspective,"If you are wavering on your decision to quit smoking, think of the wisest person you know. Write down what they would say to you to stay committed.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1985,33447,Learning,Attend a lecture at a local college or school about health-related risks of smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1986,33447,Humility,Acknowledge that quitting is difficult and donâ€™t let yourself believe that this is something you can do with willpower alone. Reach out to others for support!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1987,33447,Intelligence,Some situations may cause stress when you first quit smoking. Make a list of what you can do in these different situations to mitigate the stress for yourself and others.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1988,33447,Prudence,You never say or do things you later regret. There is no reason to think your choice to quit smoking is different. You know youâ€™ve made the right decision!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1989,33447,Curiosity,"Talk to someone who has successfully quit smoking, and learn everything you can about what worked for him or her.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1990,33447,Honesty,"Youâ€™ve chosen to quit smoking. Now ask yourself how this aligns with your values.  Then, remind yourself that being a non-smoker is consistent with your values.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1991,33447,Leadership,Are there people in your life who may have a difficult time with your decision to quit? Think of ways to make them understand and feel part of your success.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1992,33447,Love,Remind yourself of the friends and loved ones who are happy about your decision to quit smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1993,33447,Forgiveness,"If you find yourself getting irritated with others who comment on your decision to quit, remember that they are trying to be helpful. Let go of your irritation.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1994,33447,Gratitude,Make a list of what you will be grateful for as a non-smoker and remind yourself of these during difficult times when itâ€™s hard to stay on track.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1995,33447,Self-Regulation,"You are an incredibly disciplined person and are in control of your thoughts, feelings, and actions. Quitting smoking is no different. You can do this!",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1996,33448,Perseverance,You are someone who achieves what you set out to do. There is no reason to think quitting smoking will be different. You can do this!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1997,33448,Teamwork,"Work with a buddy who also wants to quit: â€œWe are a team, and if you help me, I can help youâ€ù",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1998,33448,Hope,Picture a future for yourself in which you are a non-smoker.  What will this future look like?  How will you feel?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
1999,33448,Humor,Use your humor to get other people to help you in your quit attempt.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2000,33448,Kindness,Be kind to yourself as you quit smoking.  Donâ€™t forget to reward yourself for this great accomplishment!  Use the money youâ€™ve saved to treat yourself.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2001,33448,Spirituality,"Remind yourself of your sense of purpose in life, and how becoming a non-smoker is compatible with this sense of purpose.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2002,33448,Zest,Make quitting smoking part of a bigger plan to be healthier and happier.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2003,33448,Appreciation,"During your first week of quitting plan to do at least 2 activities that allow you to notice and appreciate beauty, like going to the park, a sporting event, or a concert.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2004,33448,Bravery,Quitting smoking can be a challenge. Remind yourself that you are someone who can do difficult things.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2005,33448,Creativity,"Creativity comes naturally to you, and you donâ€™t do something the conventional way when there is a better way. Use this creativity in your quit attempt!",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2006,33448,Fairness,"Instead of giving yourself reasons why you canâ€™t quit smoking, think about all of the reasons that you deserve a chance just as you would for other people.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2007,33448,Judgment,"Just as you do with everything else, treat quitting smoking with an open mind.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2008,33448,Perspective,Others value you and your perspective on life. Take time to think about how quitting smoking can be inspiring to others.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2009,33448,Learning,Read about all the benefits of quitting smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2010,33448,Humility,Realize when you will be challenged to smoke and make sure you have taken steps to make you more likely to succeed.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2011,33448,Intelligence,Take notice of how others respond to your decision to quit smoking.  Who is happy for you? Who might not like the change? How can you put unsupportive people at ease?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2012,33448,Prudence,"Your decision to quit smoking may be challenged, but you have carefully considered all of your options in making this decision. You can do this!",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2013,33448,Curiosity,Learn as much as you can about the benefits of quitting smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2014,33448,Honesty,Be honest with others. Tell people in your life that you have decided to quit smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2015,33448,Leadership,"Organize a social get-together for your friends that is incompatible with smoking (e.g., a smoke-free restaurant; a hike).",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2016,33448,Love,"Talk to your friends and loved ones about how much you care about them, and how much their support means to you as you become a non-smoker.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2017,33448,Forgiveness,Donâ€™t dwell on the past. You may have failed in past attempts to quit. Forgive yourself and realize that this is a new chance to protect your health.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2018,33448,Gratitude,"Express gratitude to someone you cherish, and then ask for support in your quit attempt. Gaining support may be easier once youâ€™ve expressed your gratitude.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2019,33448,Self-Regulation,"It can be helpful to find a replacement when you quit smoking. Start a new hobby, such as an exercise program, and stick with it every day for a week.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2020,33449,Perseverance,You always finish what you start. What will you gain by quitting smoking?  Make a list.  How will it feel to accomplish these goals?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2021,33449,Teamwork,Consider how your quitting smoking contributes to making a better world.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2022,33449,Hope,Difficult situations will arise once you quit. Think about what situations will be hard for you. Write them down and create plans for how you can handle them.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2023,33449,Humor,Make at least one person smile each day - now and after you quit!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2024,33449,Kindness,Picture the people in life that are important to you. Quitting smoking is an act of kindness not only to yourself but to others.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2025,33449,Spirituality,Difficult situations can arise while quitting smoking. Your strong sense of spirituality can serve as an important source of comfort.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2026,33449,Zest,Find new activities where you can have fun and be engaged without smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2027,33449,Appreciation,Certain situations can be stressful when you quit smoking. Make a list of unfamiliar places you can visit that can remind you of all of the beauty in life.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2028,33449,Bravery,"If you are doubting your ability to quit smoking, remind yourself of other challenges you have faced successfully.  Why should quitting smoking be any different?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2029,33449,Creativity,"Plan at least 2 activities during the first week of quitting that allow you to be creative like painting, gardening, writing, or another hobby.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2030,33449,Fairness,Take time to think about how quitting smoking is good not just for you and your health but also for others around you and for those who care most for you.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2031,33449,Judgment,"If you are wavering on your ability to quit smoking, consider all of the evidence that proves you can do it!",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2032,33449,Perspective,"If you are wavering on your decision to quit smoking, think of the wisest person you know. Write down what they would say to you to stay committed.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2033,33449,Learning,Attend a lecture at a local college or school about health-related risks of smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2034,33449,Humility,Acknowledge that quitting is difficult and donâ€™t let yourself believe that this is something you can do with willpower alone. Reach out to others for support!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2035,33449,Intelligence,Some situations may cause stress when you first quit smoking. Make a list of what you can do in these different situations to mitigate the stress for yourself and others.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2036,33449,Prudence,You never say or do things you later regret. There is no reason to think your choice to quit smoking is different. You know youâ€™ve made the right decision!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2037,33449,Curiosity,"Talk to someone who has successfully quit smoking, and learn everything you can about what worked for him or her.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2038,33449,Honesty,"Youâ€™ve chosen to quit smoking. Now ask yourself how this aligns with your values.  Then, remind yourself that being a non-smoker is consistent with your values.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2039,33449,Leadership,Are there people in your life who may have a difficult time with your decision to quit? Think of ways to make them understand and feel part of your success.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2040,33449,Love,Remind yourself of the friends and loved ones who are happy about your decision to quit smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2041,33449,Forgiveness,"If you find yourself getting irritated with others who comment on your decision to quit, remember that they are trying to be helpful. Let go of your irritation.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2042,33449,Gratitude,Make a list of what you will be grateful for as a non-smoker and remind yourself of these during difficult times when itâ€™s hard to stay on track.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2043,33449,Self-Regulation,"You are an incredibly disciplined person and are in control of your thoughts, feelings, and actions. Quitting smoking is no different. You can do this!",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2044,33450,Bravery,Quitting smoking can be a challenge. Remind yourself that you are someone who can do difficult things.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2045,33450,Perseverance,You are someone who achieves what you set out to do. There is no reason to think quitting smoking will be different. You can do this!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2046,33450,Teamwork,"Work with a buddy who also wants to quit: â€œWe are a team, and if you help me, I can help youâ€ù",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2047,33450,Hope,Picture a future for yourself in which you are a non-smoker.  What will this future look like?  How will you feel?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2048,33450,Humor,Use your humor to get other people to help you in your quit attempt.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2049,33450,Kindness,Be kind to yourself as you quit smoking.  Donâ€™t forget to reward yourself for this great accomplishment!  Use the money youâ€™ve saved to treat yourself.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2050,33450,Spirituality,"Remind yourself of your sense of purpose in life, and how becoming a non-smoker is compatible with this sense of purpose.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2051,33450,Zest,Make quitting smoking part of a bigger plan to be healthier and happier.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2052,33450,Appreciation,"During your first week of quitting plan to do at least 2 activities that allow you to notice and appreciate beauty, like going to the park, a sporting event, or a concert.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2053,33450,Creativity,"Creativity comes naturally to you, and you donâ€™t do something the conventional way when there is a better way. Use this creativity in your quit attempt!",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2054,33450,Fairness,"Instead of giving yourself reasons why you canâ€™t quit smoking, think about all of the reasons that you deserve a chance just as you would for other people.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2055,33450,Judgment,"Just as you do with everything else, treat quitting smoking with an open mind.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2056,33450,Perspective,Others value you and your perspective on life. Take time to think about how quitting smoking can be inspiring to others.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2057,33450,Learning,Read about all the benefits of quitting smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2058,33450,Humility,Realize when you will be challenged to smoke and make sure you have taken steps to make you more likely to succeed.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2059,33450,Intelligence,Take notice of how others respond to your decision to quit smoking.  Who is happy for you? Who might not like the change? How can you put unsupportive people at ease?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2060,33450,Prudence,"Your decision to quit smoking may be challenged, but you have carefully considered all of your options in making this decision. You can do this!",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2061,33450,Curiosity,Learn as much as you can about the benefits of quitting smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2062,33450,Honesty,Be honest with others. Tell people in your life that you have decided to quit smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
